ID,read,Genome,symbiodinium_species,#Reads_processed,#Unmapped,%Unmapped,#One_hit_one_genome,%One_hit_one_genome,#Multiple_hits_one_genome,%Multiple_hits_one_genome,#One_hit_multiple_genomes,%One_hit_multiple_genomes,Multiple_hits_multiple_genomes,%Multiple_hits_multiple_genomes
Ac_FL_KW15,r1,Bacteria_24k,NA,51258959,50957313,99.41,17984,0.04,42239,0.08,19557,0.04,221866,0.43
Ac_FL_KW15,r1,Protists_1k,NA,51258959,50543686,98.61,48253,0.09,49083,0.1,78919,0.15,539018,1.05
Ac_FL_KW15,r1,Viruses,NA,51258959,51034706,99.57,376,0,106,0,26490,0.05,197281,0.38
Ac_FL_KW15,r1,Fungi_RefSeq_release,NA,51258959,50858053,99.22,9487,0.02,2327,0,51733,0.1,337359,0.66
Ac_FL_KW15,r1,Bird,NA,51258959,50948394,99.39,2815,0.01,271,0,37523,0.07,269956,0.53
Ac_FL_KW15,r1,Plant,NA,51258959,50993343,99.48,1594,0,209,0,23245,0.05,240568,0.47
Ac_FL_KW15,r1,Symbiodinium,NA,51258959,50750744,99.01,178,0,12,0,92265,0.18,415760,0.81
Ac_FL_KW15,r1,GCA_001939145.1,Symbiodinium microadriaticum,51258959,50929298,99.36,215,0,113,0,40953,0.08,288380,0.56
Ac_FL_KW15,r1,GCA_003297005.1,Symbiodinium sp. clade A Y106,51258959,50876335,99.25,354,0,18,0,96651,0.19,285601,0.56
Ac_FL_KW15,r1,GCA_003297045.1,Symbiodinium sp. clade C Y103,51258959,50966488,99.43,304,0,22,0,30387,0.06,261758,0.51
Ac_FL_KW15,r1,GCA_009767595.1,Symbiodinium kawagutii,51258959,50957985,99.42,382,0,29,0,32313,0.06,268250,0.52
Ac_FL_KW15,r1,GCA_018327485.1,Symbiodinium microadriaticum,51258959,50939422,99.38,362,0,23,0,43530,0.08,275622,0.54
Ac_FL_KW15,r1,GCA_905221605.1,Symbiodinium natans,51258959,50948738,99.4,290,0,22,0,31228,0.06,278681,0.54
Ac_FL_KW15,r1,GCA_905221615.1,Symbiodinium sp. CCMP2592,51258959,50911918,99.32,322,0,35,0,50802,0.1,295882,0.58
Ac_FL_KW15,r1,GCA_905221625.1,Symbiodinium sp. KB8,51258959,50930524,99.36,206,0,12,0,44426,0.09,283791,0.55
Ac_FL_KW15,r1,GCA_905221635.1,Symbiodinium sp. CCMP2456,51258959,50939386,99.38,311,0,19,0,46527,0.09,272716,0.53
Ac_FL_KW15,r1,GCA_905231905.1,Symbiodinium pilosum,51258959,51027290,99.55,200,0,5,0,37238,0.07,194226,0.38
Ac_FL_KW15,r1,GCA_905231915.1,Symbiodinium necroappetens,51258959,50954825,99.41,280,0,9,0,47732,0.09,256113,0.5
Ac_FL_KW15,r1,GCA_905231925.1,Symbiodinium microadriaticum,51258959,50919011,99.33,199,0,13,0,59300,0.12,280436,0.55
Ac_FL_KW15,r1,GCA_000507305.1,Breviolum minutum Mf 1.05b.01,51258959,50981448,99.46,446,0,32,0,27237,0.05,249796,0.49
Ac_FL_KW15,r1,All_Fish,NA,51258959,50732597,98.98,37960,0.07,22492,0.04,49961,0.1,415949,0.81
Ac_FL_KW15,r2,Human,NA,51258959,50899363,99.3,6771,0.01,1597,0,39950,0.08,311278,0.61
Ac_FL_KW15,r2,Ecoli,NA,51258959,51258213,100,0,0,0,0,135,0,611,0
Ac_FL_KW15,r2,PhiX,NA,51258959,51258959,100,0,0,0,0,0,0,0,0
Ac_FL_KW15,r2,Contamnts_Adaptrs,NA,51258959,51258959,100,0,0,0,0,0,0,0,0
Ac_FL_KW15,r2,Vectors,NA,51258959,51242380,99.97,6,0,0,0,1350,0,15223,0.03
Ac_FL_KW15,r2,Bacteria_24k,NA,51258959,50966243,99.42,18004,0.04,41769,0.08,19213,0.04,213730,0.42
Ac_FL_KW15,r2,Protists_1k,NA,51258959,50555307,98.63,47752,0.09,49051,0.1,78795,0.15,528054,1.03
Ac_FL_KW15,r2,Viruses,NA,51258959,51042836,99.58,420,0,157,0,25912,0.05,189634,0.37
Ac_FL_KW15,r2,Fungi_RefSeq_release,NA,51258959,50870137,99.24,9356,0.02,2292,0,51037,0.1,326137,0.64
Ac_FL_KW15,r2,Bird,NA,51258959,50959421,99.41,2800,0.01,265,0,36315,0.07,260158,0.51
Ac_FL_KW15,r2,Plant,NA,51258959,51003484,99.51,1494,0,241,0,22715,0.04,231025,0.45
Ac_FL_KW15,r2,Symbiodinium,NA,51258959,50762765,99.03,190,0,17,0,91352,0.18,404635,0.79
Ac_FL_KW15,r2,GCA_001939145.1,Symbiodinium microadriaticum,51258959,50939141,99.37,220,0,130,0,40081,0.08,279387,0.55
Ac_FL_KW15,r2,GCA_003297005.1,Symbiodinium sp. clade A Y106,51258959,50885620,99.27,382,0,16,0,96183,0.19,276758,0.54
Ac_FL_KW15,r2,GCA_003297045.1,Symbiodinium sp. clade C Y103,51258959,50976418,99.45,308,0,22,0,29791,0.06,252420,0.49
Ac_FL_KW15,r2,GCA_009767595.1,Symbiodinium kawagutii,51258959,50968521,99.44,397,0,25,0,31300,0.06,258716,0.5
Ac_FL_KW15,r2,GCA_018327485.1,Symbiodinium microadriaticum,51258959,50949034,99.4,383,0,16,0,42409,0.08,267117,0.52
Ac_FL_KW15,r2,GCA_905221605.1,Symbiodinium natans,51258959,50959412,99.42,295,0,22,0,30295,0.06,268935,0.52
Ac_FL_KW15,r2,GCA_905221615.1,Symbiodinium sp. CCMP2592,51258959,50921700,99.34,302,0,25,0,50285,0.1,286647,0.56
Ac_FL_KW15,r2,GCA_905221625.1,Symbiodinium sp. KB8,51258959,50940172,99.37,175,0,8,0,43759,0.09,274845,0.54
Ac_FL_KW15,r2,GCA_905221635.1,Symbiodinium sp. CCMP2456,51258959,50949012,99.4,261,0,18,0,46191,0.09,263477,0.51
Ac_FL_KW15,r2,GCA_905231905.1,Symbiodinium pilosum,51258959,51034347,99.56,165,0,11,0,36669,0.07,187767,0.37
Ac_FL_KW15,r2,GCA_905231915.1,Symbiodinium necroappetens,51258959,50964027,99.43,274,0,15,0,46793,0.09,247850,0.48
Ac_FL_KW15,r2,GCA_905231925.1,Symbiodinium microadriaticum,51258959,50929513,99.36,168,0,11,0,57887,0.11,271380,0.53
Ac_FL_KW15,r2,GCA_000507305.1,Breviolum minutum Mf 1.05b.01,51258959,50991130,99.48,470,0,24,0,26178,0.05,241157,0.47
Ac_FL_KW15,r2,All_Fish,NA,51258959,50746426,99,37261,0.07,21978,0.04,49737,0.1,403557,0.79
Ac_FL_M10,r1,Human,NA,45057752,44699626,99.21,6127,0.01,1407,0,36441,0.08,314151,0.7
Ac_FL_M10,r1,Ecoli,NA,45057752,45057513,100,0,0,0,0,23,0,216,0
Ac_FL_M10,r1,PhiX,NA,45057752,45057752,100,0,0,0,0,0,0,0,0
Ac_FL_M10,r1,Contamnts_Adaptrs,NA,45057752,45057752,100,0,0,0,0,0,0,0,0
Ac_FL_M10,r1,Vectors,NA,45057752,45032393,99.95,10,0,0,0,1467,0,23882,0.05
Ac_FL_M10,r1,Bacteria_24k,NA,45057752,44806719,99.44,5857,0.01,16144,0.04,17388,0.04,211644,0.47
Ac_FL_M10,r1,Protists_1k,NA,45057752,44357678,98.45,45547,0.1,48111,0.11,78578,0.17,527838,1.17
Ac_FL_M10,r1,Viruses,NA,45057752,44850282,99.54,326,0,76,0,26245,0.06,180823,0.4
Ac_FL_M10,r1,Fungi_RefSeq_release,NA,45057752,44673563,99.15,8612,0.02,2216,0,48963,0.11,324398,0.72
Ac_FL_M10,r1,Bird,NA,45057752,44752791,99.32,2440,0.01,218,0,32999,0.07,269304,0.6
Ac_FL_M10,r1,Plant,NA,45057752,44805774,99.44,1431,0,187,0,21125,0.05,229235,0.51
Ac_FL_M10,r1,Symbiodinium,NA,45057752,44552716,98.88,179,0,15,0,98047,0.22,406795,0.9
Ac_FL_M10,r1,GCA_001939145.1,Symbiodinium microadriaticum,45057752,44738662,99.3,210,0,175,0,37969,0.08,280736,0.62
Ac_FL_M10,r1,GCA_003297005.1,Symbiodinium sp. clade A Y106,45057752,44670123,99.14,454,0,20,0,100168,0.22,286987,0.64
Ac_FL_M10,r1,GCA_003297045.1,Symbiodinium sp. clade C Y103,45057752,44777503,99.38,258,0,13,0,26523,0.06,253455,0.56
Ac_FL_M10,r1,GCA_009767595.1,Symbiodinium kawagutii,45057752,44770254,99.37,360,0,23,0,28398,0.06,258717,0.57
Ac_FL_M10,r1,GCA_018327485.1,Symbiodinium microadriaticum,45057752,44747729,99.31,347,0,14,0,40217,0.09,269445,0.6
Ac_FL_M10,r1,GCA_905221605.1,Symbiodinium natans,45057752,44760744,99.34,263,0,29,0,28357,0.06,268359,0.6
Ac_FL_M10,r1,GCA_905221615.1,Symbiodinium sp. CCMP2592,45057752,44719095,99.25,282,0,20,0,49777,0.11,288578,0.64
Ac_FL_M10,r1,GCA_905221625.1,Symbiodinium sp. KB8,45057752,44738771,99.3,181,0,9,0,42578,0.09,276213,0.61
Ac_FL_M10,r1,GCA_905221635.1,Symbiodinium sp. CCMP2456,45057752,44746870,99.31,306,0,26,0,44942,0.1,265608,0.59
Ac_FL_M10,r1,GCA_905231905.1,Symbiodinium pilosum,45057752,44837855,99.51,177,0,9,0,33932,0.08,185779,0.41
Ac_FL_M10,r1,GCA_905231915.1,Symbiodinium necroappetens,45057752,44760331,99.34,279,0,15,0,45490,0.1,251637,0.56
Ac_FL_M10,r1,GCA_905231925.1,Symbiodinium microadriaticum,45057752,44719877,99.25,167,0,8,0,65799,0.15,271901,0.6
Ac_FL_M10,r1,GCA_000507305.1,Breviolum minutum Mf 1.05b.01,45057752,44790870,99.41,436,0,16,0,23738,0.05,242692,0.54
Ac_FL_M10,r1,All_Fish,NA,45057752,44562628,98.91,34924,0.08,20127,0.04,46206,0.1,393867,0.87
Ac_FL_M10,r2,Human,NA,45057752,44713823,99.24,6076,0.01,1422,0,35253,0.08,301178,0.67
Ac_FL_M10,r2,Ecoli,NA,45057752,45057486,100,0,0,0,0,31,0,235,0
Ac_FL_M10,r2,PhiX,NA,45057752,45057752,100,0,0,0,0,0,0,0,0
Ac_FL_M10,r2,Contamnts_Adaptrs,NA,45057752,45057752,100,0,0,0,0,0,0,0,0
Ac_FL_M10,r2,Vectors,NA,45057752,45037215,99.96,6,0,0,0,1130,0,19401,0.04
Ac_FL_M10,r2,Bacteria_24k,NA,45057752,44817034,99.46,5905,0.01,15996,0.04,16499,0.04,202318,0.45
Ac_FL_M10,r2,Protists_1k,NA,45057752,44372488,98.48,45082,0.1,47314,0.11,78234,0.17,514634,1.14
Ac_FL_M10,r2,Viruses,NA,45057752,44859815,99.56,417,0,121,0,25110,0.06,172289,0.38
Ac_FL_M10,r2,Fungi_RefSeq_release,NA,45057752,44687277,99.18,8506,0.02,2151,0,48223,0.11,311595,0.69
Ac_FL_M10,r2,Bird,NA,45057752,44765709,99.35,2373,0.01,195,0,31935,0.07,257540,0.57
Ac_FL_M10,r2,Plant,NA,45057752,44817306,99.47,1390,0,153,0,20494,0.05,218409,0.48
Ac_FL_M10,r2,Symbiodinium,NA,45057752,44566292,98.91,170,0,22,0,96819,0.21,394449,0.88
Ac_FL_M10,r2,GCA_001939145.1,Symbiodinium microadriaticum,45057752,44750125,99.32,240,0,195,0,37400,0.08,269792,0.6
Ac_FL_M10,r2,GCA_003297005.1,Symbiodinium sp. clade A Y106,45057752,44681037,99.17,436,0,27,0,99819,0.22,276433,0.61
Ac_FL_M10,r2,GCA_003297045.1,Symbiodinium sp. clade C Y103,45057752,44788092,99.4,277,0,17,0,25838,0.06,243528,0.54
Ac_FL_M10,r2,GCA_009767595.1,Symbiodinium kawagutii,45057752,44781553,99.39,354,0,35,0,27739,0.06,248071,0.55
Ac_FL_M10,r2,GCA_018327485.1,Symbiodinium microadriaticum,45057752,44759117,99.34,364,0,17,0,39471,0.09,258783,0.57
Ac_FL_M10,r2,GCA_905221605.1,Symbiodinium natans,45057752,44772335,99.37,249,0,15,0,27405,0.06,257748,0.57
Ac_FL_M10,r2,GCA_905221615.1,Symbiodinium sp. CCMP2592,45057752,44730975,99.27,244,0,22,0,48909,0.11,277602,0.62
Ac_FL_M10,r2,GCA_905221625.1,Symbiodinium sp. KB8,45057752,44750197,99.32,174,0,11,0,41712,0.09,265658,0.59
Ac_FL_M10,r2,GCA_905221635.1,Symbiodinium sp. CCMP2456,45057752,44757818,99.33,279,0,16,0,44146,0.1,255493,0.57
Ac_FL_M10,r2,GCA_905231905.1,Symbiodinium pilosum,45057752,44846674,99.54,185,0,13,0,33214,0.07,177666,0.39
Ac_FL_M10,r2,GCA_905231915.1,Symbiodinium necroappetens,45057752,44770698,99.36,255,0,8,0,45159,0.1,241632,0.54
Ac_FL_M10,r2,GCA_905231925.1,Symbiodinium microadriaticum,45057752,44732649,99.28,196,0,10,0,63742,0.14,261155,0.58
Ac_FL_M10,r2,GCA_000507305.1,Breviolum minutum Mf 1.05b.01,45057752,44801829,99.43,406,0,17,0,22861,0.05,232639,0.52
Ac_FL_M10,r2,All_Fish,NA,45057752,44578206,98.94,34108,0.08,19936,0.04,45178,0.1,380324,0.84
Ac_FL_M1,r1,Human,NA,4358869,4345338,99.69,41,0,9,0,1822,0.04,11659,0.27
Ac_FL_M1,r1,Ecoli,NA,4358869,4329131,99.31,0,0,0,0,4168,0.1,25570,0.59
Ac_FL_M1,r1,PhiX,NA,4358869,4358869,100,0,0,0,0,0,0,0,0
Ac_FL_M1,r1,Contamnts_Adaptrs,NA,4358869,4358869,100,0,0,0,0,0,0,0,0
Ac_FL_M1,r1,Vectors,NA,4358869,4358584,100,0,0,0,0,130,0,155,0
Ac_FL_M1,r1,Bacteria_24k,NA,4358869,2532989,58.11,828790,19.01,871769,20,6406,0.15,118915,2.73
Ac_FL_M1,r1,Protists_1k,NA,4358869,3743090,85.87,13217,0.3,730,0.02,217896,5,383936,8.81
Ac_FL_M1,r1,Viruses,NA,4358869,4295129,98.54,18759,0.43,68,0,6455,0.15,38458,0.88
Ac_FL_M1,r1,Fungi_RefSeq_release,NA,4358869,4321640,99.15,130,0,29,0,14993,0.34,22077,0.51
Ac_FL_M1,r1,Bird,NA,4358869,4349790,99.79,12,0,1,0,1859,0.04,7207,0.17
Ac_FL_M1,r1,Plant,NA,4358869,4346767,99.73,20,0,0,0,2291,0.05,9791,0.22
Ac_FL_M1,r1,Symbiodinium,NA,4358869,3810424,87.42,2,0,0,0,196692,4.51,351751,8.07
Ac_FL_M1,r1,GCA_001939145.1,Symbiodinium microadriaticum,4358869,4226757,96.97,4,0,1,0,60877,1.4,71230,1.63
Ac_FL_M1,r1,GCA_003297005.1,Symbiodinium sp. clade A Y106,4358869,3836751,88.02,22,0,6,0,331230,7.6,190860,4.38
Ac_FL_M1,r1,GCA_003297045.1,Symbiodinium sp. clade C Y103,4358869,4325661,99.24,3,0,0,0,13664,0.31,19541,0.45
Ac_FL_M1,r1,GCA_009767595.1,Symbiodinium kawagutii,4358869,4335292,99.46,3,0,0,0,4223,0.1,19351,0.44
Ac_FL_M1,r1,GCA_018327485.1,Symbiodinium microadriaticum,4358869,4232105,97.09,7,0,0,0,60922,1.4,65835,1.51
Ac_FL_M1,r1,GCA_905221605.1,Symbiodinium natans,4358869,4302850,98.72,4,0,2,0,10627,0.24,45386,1.04
Ac_FL_M1,r1,GCA_905221615.1,Symbiodinium sp. CCMP2592,4358869,4124093,94.61,6,0,0,0,132786,3.05,101984,2.34
Ac_FL_M1,r1,GCA_905221625.1,Symbiodinium sp. KB8,4358869,4222451,96.87,3,0,1,0,69737,1.6,66677,1.53
Ac_FL_M1,r1,GCA_905221635.1,Symbiodinium sp. CCMP2456,4358869,4222730,96.88,8,0,0,0,66764,1.53,69367,1.59
Ac_FL_M1,r1,GCA_905231905.1,Symbiodinium pilosum,4358869,4305658,98.78,4,0,0,0,16987,0.39,36220,0.83
Ac_FL_M1,r1,GCA_905231915.1,Symbiodinium necroappetens,4358869,4217129,96.75,1,0,1,0,73378,1.68,68360,1.57
Ac_FL_M1,r1,GCA_905231925.1,Symbiodinium microadriaticum,4358869,4208483,96.55,4,0,0,0,81492,1.87,68890,1.58
Ac_FL_M1,r1,GCA_000507305.1,Breviolum minutum Mf 1.05b.01,4358869,4337963,99.52,2,0,0,0,2908,0.07,17996,0.41
Ac_FL_M1,r1,All_Fish,NA,4358869,4271809,98,371,0.01,67,0,54888,1.26,31734,0.73
Ac_FL_M1,r2,Human,NA,4358869,4346329,99.71,25,0,8,0,1611,0.04,10896,0.25
Ac_FL_M1,r2,Ecoli,NA,4358869,4330589,99.35,0,0,0,0,3909,0.09,24371,0.56
Ac_FL_M1,r2,PhiX,NA,4358869,4358869,100,0,0,0,0,0,0,0,0
Ac_FL_M1,r2,Contamnts_Adaptrs,NA,4358869,4358869,100,0,0,0,0,0,0,0,0
Ac_FL_M1,r2,Vectors,NA,4358869,4358621,100,0,0,0,0,123,0,125,0
Ac_FL_M1,r2,Bacteria_24k,NA,4358869,2586071,59.33,817927,18.76,836460,19.19,6110,0.14,112301,2.58
Ac_FL_M1,r2,Protists_1k,NA,4358869,3750579,86.04,13079,0.3,667,0.02,220461,5.06,374083,8.58
Ac_FL_M1,r2,Viruses,NA,4358869,4298187,98.62,17526,0.4,60,0,6279,0.14,36817,0.84
Ac_FL_M1,r2,Fungi_RefSeq_release,NA,4358869,4323677,99.2,145,0,25,0,14149,0.32,20873,0.48
Ac_FL_M1,r2,Bird,NA,4358869,4350560,99.81,4,0,0,0,1627,0.04,6678,0.15
Ac_FL_M1,r2,Plant,NA,4358869,4347699,99.74,8,0,1,0,2143,0.05,9018,0.21
Ac_FL_M1,r2,Symbiodinium,NA,4358869,3815134,87.52,4,0,0,0,200730,4.61,343001,7.87
Ac_FL_M1,r2,GCA_001939145.1,Symbiodinium microadriaticum,4358869,4231920,97.09,5,0,1,0,59033,1.35,67910,1.56
Ac_FL_M1,r2,GCA_003297005.1,Symbiodinium sp. clade A Y106,4358869,3840649,88.12,29,0,2,0,331904,7.61,186285,4.27
Ac_FL_M1,r2,GCA_003297045.1,Symbiodinium sp. clade C Y103,4358869,4327457,99.28,0,0,0,0,13025,0.3,18387,0.42
Ac_FL_M1,r2,GCA_009767595.1,Symbiodinium kawagutii,4358869,4336492,99.49,2,0,1,0,4086,0.09,18288,0.42
Ac_FL_M1,r2,GCA_018327485.1,Symbiodinium microadriaticum,4358869,4236949,97.2,8,0,0,0,59072,1.36,62840,1.44
Ac_FL_M1,r2,GCA_905221605.1,Symbiodinium natans,4358869,4305585,98.78,8,0,1,0,9965,0.23,43310,0.99
Ac_FL_M1,r2,GCA_905221615.1,Symbiodinium sp. CCMP2592,4358869,4131472,94.78,7,0,1,0,129370,2.97,98019,2.25
Ac_FL_M1,r2,GCA_905221625.1,Symbiodinium sp. KB8,4358869,4227873,96.99,1,0,1,0,67454,1.55,63540,1.46
Ac_FL_M1,r2,GCA_905221635.1,Symbiodinium sp. CCMP2456,4358869,4228017,97,6,0,1,0,64384,1.48,66461,1.52
Ac_FL_M1,r2,GCA_905231905.1,Symbiodinium pilosum,4358869,4308105,98.83,4,0,2,0,16519,0.38,34239,0.79
Ac_FL_M1,r2,GCA_905231915.1,Symbiodinium necroappetens,4358869,4222671,96.88,15,0,1,0,70820,1.62,65362,1.5
Ac_FL_M1,r2,GCA_905231925.1,Symbiodinium microadriaticum,4358869,4214575,96.69,3,0,0,0,78632,1.8,65659,1.51
Ac_FL_M1,r2,GCA_000507305.1,Breviolum minutum Mf 1.05b.01,4358869,4339082,99.55,4,0,0,0,2701,0.06,17082,0.39
Ac_FL_M1,r2,All_Fish,NA,4358869,4277329,98.13,360,0.01,70,0,51290,1.18,29820,0.68
Ac_FL_M2,r1,Human,NA,64985836,64486921,99.24,9056,0.01,2016,0,54565,0.08,433278,0.67
Ac_FL_M2,r1,Ecoli,NA,64985836,64985694,100,0,0,0,0,7,0,135,0
Ac_FL_M2,r1,PhiX,NA,64985836,64985836,100,0,0,0,0,0,0,0,0
Ac_FL_M2,r1,Contamnts_Adaptrs,NA,64985836,64985836,100,0,0,0,0,0,0,0,0
Ac_FL_M2,r1,Vectors,NA,64985836,64959745,99.96,20,0,0,0,1991,0,24080,0.04
Ac_FL_M2,r1,Bacteria_24k,NA,64985836,64641636,99.47,5206,0.01,6473,0.01,28980,0.04,303541,0.47
Ac_FL_M2,r1,Protists_1k,NA,64985836,61724693,94.99,61161,0.09,63597,0.1,956515,1.47,2179870,3.35
Ac_FL_M2,r1,Viruses,NA,64985836,64684321,99.54,917,0,1102,0,39690,0.06,259806,0.4
Ac_FL_M2,r1,Fungi_RefSeq_release,NA,64985836,64420695,99.14,11982,0.02,3109,0,72645,0.11,477405,0.73
Ac_FL_M2,r1,Bird,NA,64985836,64581355,99.38,3312,0.01,323,0,53972,0.08,346874,0.53
Ac_FL_M2,r1,Plant,NA,64985836,64635394,99.47,1765,0,250,0,33301,0.05,315126,0.48
Ac_FL_M2,r1,Symbiodinium,NA,64985836,61991190,95.4,241,0,27,0,976733,1.5,2017645,3.1
Ac_FL_M2,r1,GCA_001939145.1,Symbiodinium microadriaticum,64985836,64022507,98.51,339,0,231,0,309323,0.48,653436,1.01
Ac_FL_M2,r1,GCA_003297005.1,Symbiodinium sp. clade A Y106,64985836,62187243,95.69,626,0,43,0,1576284,2.43,1221640,1.88
Ac_FL_M2,r1,GCA_003297045.1,Symbiodinium sp. clade C Y103,64985836,64540299,99.32,384,0,25,0,52776,0.08,392352,0.6
Ac_FL_M2,r1,GCA_009767595.1,Symbiodinium kawagutii,64985836,64532313,99.3,533,0,24,0,59538,0.09,393428,0.61
Ac_FL_M2,r1,GCA_018327485.1,Symbiodinium microadriaticum,64985836,64051177,98.56,503,0,38,0,317807,0.49,616311,0.95
Ac_FL_M2,r1,GCA_905221605.1,Symbiodinium natans,64985836,64374438,99.06,372,0,28,0,87367,0.13,523631,0.81
Ac_FL_M2,r1,GCA_905221615.1,Symbiodinium sp. CCMP2592,64985836,63539614,97.77,457,0,37,0,640347,0.99,805381,1.24
Ac_FL_M2,r1,GCA_905221625.1,Symbiodinium sp. KB8,64985836,64007534,98.49,219,0,9,0,355160,0.55,622914,0.96
Ac_FL_M2,r1,GCA_905221635.1,Symbiodinium sp. CCMP2456,64985836,63996124,98.48,404,0,34,0,357464,0.55,631810,0.97
Ac_FL_M2,r1,GCA_905231905.1,Symbiodinium pilosum,64985836,64504992,99.26,227,0,14,0,104752,0.16,375851,0.58
Ac_FL_M2,r1,GCA_905231915.1,Symbiodinium necroappetens,64985836,64016418,98.51,364,0,19,0,369612,0.57,599423,0.92
Ac_FL_M2,r1,GCA_905231925.1,Symbiodinium microadriaticum,64985836,63991059,98.47,237,0,16,0,378543,0.58,615981,0.95
Ac_FL_M2,r1,GCA_000507305.1,Breviolum minutum Mf 1.05b.01,64985836,64564335,99.35,557,0,32,0,44888,0.07,376024,0.58
Ac_FL_M2,r1,All_Fish,NA,64985836,64257091,98.88,47048,0.07,27577,0.04,70058,0.11,584062,0.9
Ac_FL_M2,r2,Human,NA,64985836,64512426,99.28,8697,0.01,1977,0,52980,0.08,409756,0.63
Ac_FL_M2,r2,Ecoli,NA,64985836,64985704,100,0,0,0,0,10,0,122,0
Ac_FL_M2,r2,PhiX,NA,64985836,64985836,100,0,0,0,0,0,0,0,0
Ac_FL_M2,r2,Contamnts_Adaptrs,NA,64985836,64985836,100,0,0,0,0,0,0,0,0
Ac_FL_M2,r2,Vectors,NA,64985836,64965287,99.97,15,0,0,0,1591,0,18943,0.03
Ac_FL_M2,r2,Bacteria_24k,NA,64985836,64659508,99.5,5044,0.01,6397,0.01,27995,0.04,286892,0.44
Ac_FL_M2,r2,Protists_1k,NA,64985836,61753592,95.03,60914,0.09,62564,0.1,968470,1.49,2140296,3.29
Ac_FL_M2,r2,Viruses,NA,64985836,64701058,99.56,945,0,1167,0,37903,0.06,244763,0.38
Ac_FL_M2,r2,Fungi_RefSeq_release,NA,64985836,64447108,99.17,11462,0.02,3130,0,70070,0.11,454066,0.7
Ac_FL_M2,r2,Bird,NA,64985836,64603271,99.41,3318,0.01,310,0,51877,0.08,327060,0.5
Ac_FL_M2,r2,Plant,NA,64985836,64655812,99.49,1720,0,238,0,32104,0.05,295962,0.46
Ac_FL_M2,r2,Symbiodinium,NA,64985836,62017966,95.43,222,0,19,0,987255,1.52,1980374,3.05
Ac_FL_M2,r2,GCA_001939145.1,Symbiodinium microadriaticum,64985836,64052637,98.56,311,0,251,0,303820,0.47,628817,0.97
Ac_FL_M2,r2,GCA_003297005.1,Symbiodinium sp. clade A Y106,64985836,62209795,95.73,633,0,34,0,1582057,2.43,1193317,1.84
Ac_FL_M2,r2,GCA_003297045.1,Symbiodinium sp. clade C Y103,64985836,64561148,99.35,367,0,29,0,51267,0.08,373025,0.57
Ac_FL_M2,r2,GCA_009767595.1,Symbiodinium kawagutii,64985836,64552959,99.33,502,0,39,0,58610,0.09,373726,0.58
Ac_FL_M2,r2,GCA_018327485.1,Symbiodinium microadriaticum,64985836,64079705,98.61,467,0,27,0,312667,0.48,592970,0.91
Ac_FL_M2,r2,GCA_905221605.1,Symbiodinium natans,64985836,64399075,99.1,364,0,36,0,85402,0.13,500959,0.77
Ac_FL_M2,r2,GCA_905221615.1,Symbiodinium sp. CCMP2592,64985836,63574453,97.83,407,0,39,0,632065,0.97,778872,1.2
Ac_FL_M2,r2,GCA_905221625.1,Symbiodinium sp. KB8,64985836,64036046,98.54,222,0,7,0,350342,0.54,599219,0.92
Ac_FL_M2,r2,GCA_905221635.1,Symbiodinium sp. CCMP2456,64985836,64026246,98.52,347,0,25,0,351168,0.54,608050,0.94
Ac_FL_M2,r2,GCA_905231905.1,Symbiodinium pilosum,64985836,64523633,99.29,233,0,17,0,103239,0.16,358714,0.55
Ac_FL_M2,r2,GCA_905231915.1,Symbiodinium necroappetens,64985836,64043242,98.55,311,0,23,0,364407,0.56,577853,0.89
Ac_FL_M2,r2,GCA_905231925.1,Symbiodinium microadriaticum,64985836,64021451,98.52,243,0,15,0,371571,0.57,592556,0.91
Ac_FL_M2,r2,GCA_000507305.1,Breviolum minutum Mf 1.05b.01,64985836,64583985,99.38,582,0,31,0,43604,0.07,357634,0.55
Ac_FL_M2,r2,All_Fish,NA,64985836,64285683,98.92,45313,0.07,27349,0.04,68280,0.11,559211,0.86
Ac_FL_M3,r1,Human,NA,39916905,39618129,99.26,5533,0.01,1251,0,31498,0.08,260494,0.65
Ac_FL_M3,r1,Ecoli,NA,39916905,39916684,100,0,0,0,0,81,0,140,0
Ac_FL_M3,r1,PhiX,NA,39916905,39916905,100,0,0,0,0,0,0,0,0
Ac_FL_M3,r1,Contamnts_Adaptrs,NA,39916905,39916905,100,0,0,0,0,0,0,0,0
Ac_FL_M3,r1,Vectors,NA,39916905,39899997,99.96,8,0,1,0,1318,0,15581,0.04
Ac_FL_M3,r1,Bacteria_24k,NA,39916905,39706481,99.47,3372,0.01,9280,0.02,16097,0.04,181675,0.46
Ac_FL_M3,r1,Protists_1k,NA,39916905,39204550,98.21,38026,0.1,38955,0.1,110769,0.28,524605,1.31
Ac_FL_M3,r1,Viruses,NA,39916905,39732868,99.54,299,0,96,0,21743,0.05,161899,0.41
Ac_FL_M3,r1,Fungi_RefSeq_release,NA,39916905,39590727,99.19,7404,0.02,1809,0,40570,0.1,276395,0.69
Ac_FL_M3,r1,Bird,NA,39916905,39667653,99.37,2357,0.01,222,0,30466,0.08,216207,0.54
Ac_FL_M3,r1,Plant,NA,39916905,39700075,99.46,1200,0,158,0,18682,0.05,196790,0.49
Ac_FL_M3,r1,Symbiodinium,NA,39916905,39367913,98.63,140,0,12,0,121504,0.3,427336,1.07
